firstname,lastname,date_of_birth,primary_poc,phone_number,email,student_address,client_name,client_type,client_address,vaccine_manufacturer,vaccine_manufacturer_address,vaccine_manufacturer_phone_number,vaccine_manufacturer_email,vaccine_type,vaccine_provider_name,vaccine_provider_address,vaccine_provider_phone_number,notes,health_insurance_provider,health_insurance_group,health_insurance_phone_number,dose_1,dose_2
Loree,Gower,1945-04-15,Andeee,673219139,Loree.Gower@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-03-13,2021-05-11
Noelle,Xerxes,2019-05-04,Vita,199770386,Noelle.Xerxes@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,college,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-28,2021-05-11
Stephanie,Parette,1933-02-06,Jobi,647025278,Stephanie.Parette@gmail.com,76 AstoriaBlvd,Baruch,college,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-04,2021-05-11
Tracey,Skell,1992-02-14,Dorothy,139553493,Tracey.Skell@gmail.com,76 AstoriaBlvd,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-11,NULL
Alyssa,Madelene,2019-05-26,Renae,237395950,Alyssa.Madelene@gmail.com,123 Lexington Ave.,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-22,NULL
Isa,Llovera,1953-06-07,Meghann,147541813,Isa.Llovera@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-04-03,2021-05-11
Carilyn,Lattie,2010-12-17,Norine,223144629,Carilyn.Lattie@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-17,2021-05-11
Lila,Flyn,1916-06-07,Ezmeralda,989616700,Lila.Flyn@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,cafe,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-15,2021-05-11
Sashenka,Thunell,1970-09-05,Dorene,11871472,Sashenka.Thunell@gmail.com,123 Lexington Ave.,Hunter,institution,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-02,2021-05-11
Sibella,Tillford,1997-04-19,Deedee,590220063,Sibella.Tillford@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,college,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-01-27,2021-05-11
Elmira,Duwalt,1904-08-03,Concettina,814809530,Elmira.Duwalt@gmail.com,76 AstoriaBlvd,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-03,2021-05-11
Mureil,Allina,1944-07-14,Gratia,91292294,Mureil.Allina@gmail.com,76 AstoriaBlvd,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-28,2021-05-11
Mamie,Lauraine,1965-07-20,Sandie,648771545,Mamie.Lauraine@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-22,2021-05-11
Vevay,Madelene,2001-03-25,Nicoli,444713309,Vevay.Madelene@gmail.com,76 AstoriaBlvd,Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-01-23,2021-05-11
Yolane,Naor,2005-03-29,Rivalee,424638018,Yolane.Naor@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-25,2021-05-11
Merle,Darian,1978-03-13,Carol-Jean,886055013,Merle.Darian@gmail.com,123 Lexington Ave.,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-24,NULL
Wilma,Felecia,1951-10-23,Wilma,758941950,Wilma.Felecia@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-24,NULL
Wynne,Egbert,1946-09-06,Nadine,612851050,Wynne.Egbert@gmail.com,123 Lexington Ave.,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-31,2021-05-11
Elka,Uund,1904-08-30,Clo,226937582,Elka.Uund@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-27,NULL
Anestassia,Turne,1980-04-09,Andree,985006704,Anestassia.Turne@gmail.com,76 AstoriaBlvd,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-04,2021-05-11
Blondelle,Ball,1944-10-30,Michaelina,557532495,Blondelle.Ball@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-21,NULL
Bernardine,Tice,2016-08-17,Amii,668293988,Bernardine.Tice@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2021-02-14,2021-05-11
Teddie,Guildroy,1996-03-28,Stacey,103149966,Teddie.Guildroy@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-04-05,2021-05-11
Lorne,Myrilla,1936-01-10,Sashenka,424480471,Lorne.Myrilla@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-06,2021-05-11
Maryellen,Kendrick,2013-04-28,Susette,748506214,Maryellen.Kendrick@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2020-12-20,NULL
Lily,Chandler,1931-08-19,Bee,703618159,Lily.Chandler@gmail.com,76 AstoriaBlvd,Baruch,college,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-20,2021-05-11
Raf,Kazimir,1933-02-11,Evita,675421141,Raf.Kazimir@gmail.com,76 AstoriaBlvd,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-07,NULL
Barbi,Rurik,1982-08-18,Alie,132269334,Barbi.Rurik@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-29,NULL
Rozele,Burnside,1921-12-11,Grier,921067328,Rozele.Burnside@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-01-30,NULL
Janeczka,Bennie,1907-03-26,Elyssa,470355234,Janeczka.Bennie@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,college,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-01-18,NULL
Kamilah,Graig,1958-01-22,Gusella,733518047,Kamilah.Graig@gmail.com,76 AstoriaBlvd,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-10,2021-05-11
Eadie,Berl,1980-03-26,Katharina,494955575,Eadie.Berl@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-04-10,2021-05-11
Mildrid,Kosey,1941-12-24,Kate,175475937,Mildrid.Kosey@gmail.com,76 AstoriaBlvd,Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-08,2021-05-11
Therine,Edvard,1977-02-25,Tani,442217456,Therine.Edvard@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2020-12-22,2021-05-11
Paulita,Stav,2003-05-25,Jean,734854011,Paulita.Stav@gmail.com,123 Lexington Ave.,Baruch,college,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-03-18,NULL
Dennie,Frodi,1914-09-03,Leia,380733323,Dennie.Frodi@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,library,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-21,2021-05-11
Ardenia,Belanger,2011-03-14,Mahalia,773429680,Ardenia.Belanger@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,library,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-16,2021-05-11
Donetta,Arne,1907-11-07,Dulce,96621697,Donetta.Arne@gmail.com,123 Lexington Ave.,Hunter,library,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2021-04-08,2021-05-11
Nessie,Ulphia,1976-11-13,Brynna,935085749,Nessie.Ulphia@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-26,2021-05-11
Dominga,Barrus,1972-01-04,Wendi,549188576,Dominga.Barrus@gmail.com,123 Lexington Ave.,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-15,NULL
Carol-Jean,Mullane,1922-02-16,Jany,442579003,Carol-Jean.Mullane@gmail.com,123 Lexington Ave.,Hunter,institution,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-30,2021-05-11
Margalo,Rossner,1909-10-27,Lucille,880026512,Margalo.Rossner@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-03-29,NULL
Catharine,Cosenza,1927-10-19,Hettie,881419023,Catharine.Cosenza@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,library,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-29,2021-05-11
Brandise,Flyn,2015-12-20,Sadie,169574406,Brandise.Flyn@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,library,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-24,NULL
Dorene,Dorine,1999-03-04,Melisent,419727053,Dorene.Dorine@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-08,2021-05-11
Monika,Bertold,2017-10-02,Peri,173387334,Monika.Bertold@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-19,NULL
Louella,Devlen,1900-10-21,Jany,83669592,Louella.Devlen@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,cafe,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-30,2021-05-11
