firstname,lastname,date_of_birth,primary_poc,phone_number,email,student_address,client_name,client_type,client_address,vaccine_manufacturer,vaccine_manufacturer_address,vaccine_manufacturer_phone_number,vaccine_manufacturer_email,vaccine_type,vaccine_provider_name,vaccine_provider_address,vaccine_provider_phone_number,notes,health_insurance_provider,health_insurance_group,health_insurance_phone_number,dose_1,dose_2
Catharine,Hirsch,1921-04-22,Flory,282322719,Catharine.Hirsch@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-02-28,2021-05-11
Heddie,Presber,1920-12-20,Dode,91695794,Heddie.Presber@gmail.com,123 Lexington Ave.,Hunter,college,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-03,2021-05-11
Myrtice,Douglass,1978-05-06,Antonietta,247060578,Myrtice.Douglass@gmail.com,123 Lexington Ave.,Hunter,cafe,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,,group,,2021-02-18,NULL
Cathyleen,Fairweather,1987-07-17,Cassandra,64285190,Cathyleen.Fairweather@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",cafe,,Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-09,2021-05-11
Sadie,Beniamino,1933-03-02,Carlie,908534960,Sadie.Beniamino@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",institution,,Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-02,NULL
Dulce,Jerald,1918-05-19,Kristina,298669917,Dulce.Jerald@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,college,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",,group,,2021-02-09,2021-05-11
Nickie,Gaal,1929-05-25,Christy,477473281,Nickie.Gaal@gmail.com," 4 Old Shore Rd. San Franciso","Brooklyn ",college,,Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2021-01-12,NULL
Mariann,Baudin,2005-08-26,Debee,906610480,Mariann.Baudin@gmail.com,76 AstoriaBlvd,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-22,2021-05-11
Brooks,Idelia,1948-04-21,Malina,357015911,Brooks.Idelia@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects",,group,,2021-01-07,2021-05-11
Mady,Peg,1943-12-03,Eadie,613432013,Mady.Peg@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-15,2021-05-11
Ashlee,Caitlin,2012-06-17,Eadie,534971111,Ashlee.Caitlin@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-12,NULL
Theodora,Frodi,2001-09-14,Dotty,609732975,Theodora.Frodi@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-06,2021-05-11
Nikki,Lytton,1962-03-19,Nataline,939482092,Nikki.Lytton@gmail.com,123 Lexington Ave.,"Brooklyn ",cafe,,Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-04,2021-05-11
Evaleen,Maisey,1974-01-18,Imojean,105746690,Evaleen.Maisey@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,library,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-13,NULL
Morganica,Fiann,2005-12-31,Phylis,682161509,Morganica.Fiann@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,college,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-18,NULL
Jacquetta,Infield,2019-08-09,Claudina,292153449,Jacquetta.Infield@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-03-30,2021-05-11
Phylis,Jena,1957-08-20,Charlena,450576912,Phylis.Jena@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,library,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,allergic to first dose,United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-06,2021-05-11
Debee,Eachern,1945-10-11,Andeee,155052416,Debee.Eachern@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,college,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-02,2021-05-11
Maryellen,Demitria,1945-03-07,Farrah,977147304,Maryellen.Demitria@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",institution,,Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",,group,,2021-03-06,NULL
Ethel,Means,2007-04-24,Lorne,380546896,Ethel.Means@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-28,2021-05-11
Chickie,Wesle,1943-05-14,Priscilla,826471146,Chickie.Wesle@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-26,NULL
Ashlee,Denis,1924-07-10,Aigneis,674542891,Ashlee.Denis@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",,group,,2021-02-28,2021-05-11
Candy,Rad,1956-05-07,Libbie,510818418,Candy.Rad@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-29,NULL
Hope,Wu,1914-01-06,Joelly,131379822,Hope.Wu@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-20,2021-05-11
Lindie,Teddman,1972-06-04,Kimmy,487198860,Lindie.Teddman@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-27,2021-05-11
Nanete,Johnsson,1966-02-08,Gianina,164079873,Nanete.Johnsson@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,cafe,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-14,2021-05-11
Lanae,Jammal,1988-11-03,Pollyanna,3992567,Lanae.Jammal@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-26,NULL
Hayley,Fontana,1939-06-17,Vanessa,854769301,Hayley.Fontana@gmail.com," 4 Old Shore Rd. San Franciso","Brooklyn ",library,,Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2020-12-31,2021-05-11
Rochette,Clywd,1990-05-14,Augustine,250921787,Rochette.Clywd@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,library,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-09,NULL
Gertrud,Kinnard,1939-04-18,Jobi,424526596,Gertrud.Kinnard@gmail.com,5 OakLeaf Boulvd. 101123,"Brooklyn ",library,,Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-22,2021-05-11
Tori,Zina,1932-11-02,Fawne,688154041,Tori.Zina@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-09,NULL
Rosene,Salchunas,1936-02-23,Sue,230392581,Rosene.Salchunas@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-24,NULL
Carlie,Granoff,1902-11-09,Thalia,158909606,Carlie.Granoff@gmail.com,123 Lexington Ave.,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-04-04,2021-05-11
Sue,LaRue,1903-08-15,Veda,294631833,Sue.LaRue@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",institution,,Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-03-26,NULL
Laure,Greenwald,1977-06-15,Kaja,913329473,Laure.Greenwald@gmail.com,123 Lexington Ave.,Hunter,institution,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-22,2021-05-11
Hayley,Thilda,1953-06-02,Georgetta,448832083,Hayley.Thilda@gmail.com,76 AstoriaBlvd,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-14,2021-05-11
Kathy,Shields,1946-07-09,Merrie,399634591,Kathy.Shields@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-26,2021-05-11
Linzy,Atcliffe,1998-07-19,Arlena,426609812,Linzy.Atcliffe@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",college,,Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",,group,,2021-04-05,2021-05-11
Aigneis,Baylor,1995-10-19,Ardeen,346359331,Aigneis.Baylor@gmail.com,123 Lexington Ave.,Hunter,library,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2021-01-22,2021-05-11
Lacie,Nadia,1971-04-04,Josephine,887406961,Lacie.Nadia@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-10,2021-05-11
Carmela,Bettine,1954-06-10,Celene,227665124,Carmela.Bettine@gmail.com,123 Lexington Ave.,Baruch,college,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",,group,,2021-03-02,2021-05-11
Emilia,Knowling,2000-02-18,Fina,856055046,Emilia.Knowling@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,cafe,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-26,NULL
Misha,Earlie,1909-05-18,Dianemarie,67449095,Misha.Earlie@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,college,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2020-12-30,2021-05-11
Tami,Firmin,1992-03-09,Ashlee,990720143,Tami.Firmin@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",institution,,Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-03-01,2021-05-11
Consuela,Durante,2004-08-20,Yvonne,125951337,Consuela.Durante@gmail.com," 4 Old Shore Rd. San Franciso","Brooklyn ",institution,,Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-04,2021-05-11
Donetta,Allina,1970-01-07,Lisette,662775933,Donetta.Allina@gmail.com,76 AstoriaBlvd,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-03-11,2021-05-11
